UnitPrice,SalesQuantity,ReturnQuantity,ProductDivision,ERPMasterGender,MainColorGroupDesc,USSize,OverallRating,ComfortRating,SizeRating,WidthRating,ReviewsCount,ReturnRate
9.72,38,3,Apparel,MNS,blue,2XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
9.46,31,2,Apparel,MNS,blue,XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
10.13,48,5,Apparel,MNS,blue,3XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
9.52,30,1,Apparel,MNS,blue,5XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.52,41,1,Apparel,MNS,green,2XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.78,37,1,Apparel,MNS,green,3XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
11.03,36,3,Apparel,MNS,green,3XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
9.89,30,2,Apparel,MNS,green,5XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
10.28,24,2,Apparel,MNS,green,4XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
10.36,19,1,Apparel,MNS,green,XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
9.76,11,1,Apparel,MNS,gray,3XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
9.49,2,1,Apparel,MNS,gray,XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.5
9.89,10,1,Apparel,MNS,gray,5XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
8.74,8,1,Apparel,MNS,gray,2XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.12
21.22,9,1,Apparel,WNS,red,3X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
18.13,14,3,Apparel,WNS,red,2X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.21
16.99,4,1,Apparel,WNS,pink,1X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.25
15.75,33,1,Apparel,WNS,black,1X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
16.68,32,1,Apparel,WNS,black,3X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
16.55,23,2,Apparel,WNS,white,3X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.09
15.74,18,2,Apparel,WNS,white,1X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
16.79,10,1,Apparel,WNS,gray,3X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
10.01,71,3,Apparel,WNS,pink,3X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
11.13,100,1,Apparel,WNS,pink,2X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.7,94,1,Apparel,WNS,pink,1X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.74,111,2,Apparel,WNS,black,1X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
11.01,102,2,Apparel,WNS,black,3X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.95,135,6,Apparel,WNS,black,2X,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
10.53,71,1,Apparel,MNS,black,XXL,3.5,4,3,3,2,0.01
9.77,165,1,Apparel,MNS,black,L,3.5,4,3,3,2,0.01
9.93,194,2,Apparel,MNS,black,XL,3.5,4,3,3,2,0.01
9.61,151,1,Apparel,MNS,black,M,3.5,4,3,3,2,0.01
9.77,121,2,Apparel,MNS,blue,S,3.5,4,3,3,2,0.02
9.56,23,1,Apparel,MNS,blue,XS,3.5,4,3,3,2,0.04
9.71,337,5,Apparel,MNS,blue,M,3.5,4,3,3,2,0.01
9.88,160,3,Apparel,MNS,blue,XXL,3.5,4,3,3,2,0.02
9.9,399,4,Apparel,MNS,blue,L,3.5,4,3,3,2,0.01
9.78,255,3,Apparel,MNS,blue,XL,3.5,4,3,3,2,0.01
9.78,103,2,Apparel,MNS,red,S,3.5,4,3,3,2,0.02
9.85,345,9,Apparel,MNS,red,M,3.5,4,3,3,2,0.03
9.83,29,1,Apparel,MNS,red,XS,3.5,4,3,3,2,0.03
9.76,133,6,Apparel,MNS,red,XXL,3.5,4,3,3,2,0.05
9.79,376,6,Apparel,MNS,red,L,3.5,4,3,3,2,0.02
9.81,252,4,Apparel,MNS,red,XL,3.5,4,3,3,2,0.02
9.46,24,1,Apparel,MNS,gray,XS,3.5,4,3,3,2,0.04
9.57,458,8,Apparel,MNS,gray,M,3.5,4,3,3,2,0.02
9.3,138,2,Apparel,MNS,gray,S,3.5,4,3,3,2,0.01
9.53,580,6,Apparel,MNS,gray,L,3.5,4,3,3,2,0.01
10.07,192,2,Apparel,MNS,gray,XXL,3.5,4,3,3,2,0.01
9.79,376,5,Apparel,MNS,gray,XL,3.5,4,3,3,2,0.01
9.83,201,3,Apparel,MNS,black,M,3.5,4,3,3,2,0.01
9.54,68,1,Apparel,MNS,black,XL,3.5,4,3,3,2,0.01
10.7,111,2,Apparel,MNS,black,XXL,3.5,4,3,3,2,0.02
9.99,19,1,Apparel,MNS,gray,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
9.68,179,2,Apparel,MNS,white,M,5,3.970830217,2.953835227,2.950917797,1,0.01
9.75,197,4,Apparel,MNS,white,L,5,3.970830217,2.953835227,2.950917797,1,0.02
9.8,91,3,Apparel,MNS,gray,L,5,3.970830217,2.953835227,2.950917797,1,0.03
9.68,60,2,Apparel,MNS,gray,XL,5,3.970830217,2.953835227,2.950917797,1,0.03
9.67,73,1,Apparel,MNS,gray,M,5,3.970830217,2.953835227,2.950917797,1,0.01
9.87,33,1,Apparel,MNS,gray,XXL,5,3.970830217,2.953835227,2.950917797,1,0.03
9.88,179,3,Apparel,MNS,black,XL,5,3.970830217,2.953835227,2.950917797,1,0.02
9.31,263,2,Apparel,MNS,black,M,5,3.970830217,2.953835227,2.950917797,1,0.01
9.22,72,1,Apparel,MNS,black,S,5,3.970830217,2.953835227,2.950917797,1,0.01
10.1,125,5,Apparel,MNS,green,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
10.62,104,1,Apparel,MNS,green,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.68,44,1,Apparel,MNS,green,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
11,16,1,Apparel,MNS,gray,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
9.9,116,3,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.04,102,3,Apparel,MNS,blue,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
9.91,175,2,Apparel,MNS,green,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.07,111,1,Apparel,MNS,green,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.73,152,5,Apparel,MNS,green,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.46,122,2,Apparel,MNS,purple,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.36,25,1,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
10.69,32,1,Apparel,MNS,gray,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.08,54,1,Apparel,MNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.24,20,1,Apparel,MNS,black,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.05
10.52,150,2,Apparel,MNS,blue,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.15,67,1,Apparel,MNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.38,67,2,Apparel,MNS,blue,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.47,172,2,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.23,109,1,Apparel,MNS,blue,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.84,36,1,Apparel,MNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.64,31,1,Apparel,MNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
11.03,28,1,Apparel,MNS,white,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
9.89,334,2,Apparel,WNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.08,306,5,Apparel,WNS,gray,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
9.44,66,1,Apparel,WNS,gray,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
9.61,468,12,Apparel,WNS,black,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.04,643,11,Apparel,WNS,black,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.28,491,6,Apparel,WNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.45,188,1,Apparel,WNS,black,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.85,782,13,Apparel,WNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
9.72,406,9,Apparel,WNS,white,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
9.86,587,5,Apparel,WNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10,475,7,Apparel,WNS,white,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.17,335,3,Apparel,WNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.72,249,2,Apparel,WNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.87,232,3,Apparel,WNS,gray,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.04,183,5,Apparel,WNS,gray,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
8.97,63,2,Apparel,WNS,white,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.03,49,2,Apparel,WNS,white,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.04
10.12,31,1,Apparel,WNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.04,49,1,Apparel,WNS,white,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
9.1,5,1,Apparel,WNS,blue,XS,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
9.76,12,1,Apparel,WNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.08
9.77,9,1,Apparel,WNS,blue,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
9.6,9,1,Apparel,WNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.11
9.75,14,1,Apparel,WNS,black,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.07
10.62,44,1,Apparel,MNS,gray,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.5,73,1,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
11,63,1,Apparel,MNS,gray,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
10.6,61,2,Apparel,MNS,green,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
9.4,85,1,Apparel,MNS,green,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
31.41,24,2,Footwear,WNS,black,7,4.2,4.2,3.2,3.4,13,0.08
29.99,28,2,Footwear,WNS,black,7.5,4.2,4.2,3.2,3.4,13,0.07
34.55,28,3,Footwear,WNS,black,9,4.2,4.2,3.2,3.4,13,0.11
31.77,9,1,Footwear,WNS,black,6,4.2,4.2,3.2,3.4,13,0.11
33.04,11,2,Footwear,WNS,black,6.5,4.2,4.2,3.2,3.4,13,0.18
32.49,25,4,Footwear,WNS,black,8,4.2,4.2,3.2,3.4,13,0.16
33.83,20,1,Footwear,WNS,black,8.5,4.2,4.2,3.2,3.4,13,0.05
37.86,15,1,Footwear,WNS,black,10,4.2,4.2,3.2,3.4,13,0.07
9.59,132,1,Apparel,MNS,green,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.17,99,3,Apparel,MNS,green,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
10.06,80,1,Apparel,MNS,green,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.03,103,2,Apparel,MNS,red,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
9.91,43,1,Apparel,MNS,red,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
9.82,125,1,Apparel,MNS,red,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.26,100,1,Apparel,MNS,red,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.27,83,1,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.78,84,1,Apparel,MNS,blue,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.86,101,1,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
10.29,108,1,Apparel,MNS,gray,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
9.74,64,1,Apparel,MNS,gray,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
54.99,2,1,Footwear,WNS,black,6.5,4,4.5,2.5,3,3,0.5
53.49,3,1,Footwear,WNS,white,8.5,4,4.5,2.5,3,3,0.33
78.88,9,2,Footwear,MNS,gray,9,4.040326087,3.970830217,2.953835227,2.950917797,0,0.22
77.99,5,1,Footwear,MNS,gray,8.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
85.99,5,1,Footwear,MNS,gray,11.5,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
67.92,5,1,Footwear,MNS,gray,10,4.040326087,3.970830217,2.953835227,2.950917797,0,0.2
23.52,22,1,Apparel,MNS,black,LT,3.7,3.970830217,2.953835227,2.950917797,3,0.05
24.45,13,1,Apparel,MNS,blue,XLT,3.7,3.970830217,2.953835227,2.950917797,3,0.08
23.48,317,5,Apparel,MNS,black,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
22.93,111,2,Apparel,MNS,white,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
22.74,214,2,Apparel,MNS,white,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
23.09,85,1,Apparel,MNS,white,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.32,404,3,Apparel,MNS,gray,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
23.05,304,6,Apparel,MNS,gray,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
22.23,329,6,Apparel,MNS,gray,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
23.34,195,2,Apparel,MNS,gray,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.36,56,1,Apparel,MNS,red,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
22.64,45,1,Apparel,MNS,red,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
22.63,68,2,Apparel,MNS,blue,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
22.3,120,2,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
23.24,307,2,Apparel,MNS,black,L,4,5,2.7,3,5,0.01
24.66,185,5,Apparel,MNS,black,XL,4,5,2.7,3,5,0.03
24.48,151,1,Apparel,MNS,black,XXL,4,5,2.7,3,5,0.01
22.92,297,5,Apparel,MNS,black,M,4,5,2.7,3,5,0.02
23.02,121,3,Apparel,MNS,black,S,4,5,2.7,3,5,0.02
23.93,147,4,Apparel,MNS,blue,S,4,5,2.7,3,5,0.03
23.7,266,11,Apparel,MNS,blue,XXL,4,5,2.7,3,5,0.04
23.81,511,23,Apparel,MNS,blue,M,4,5,2.7,3,5,0.05
23.22,471,14,Apparel,MNS,blue,L,4,5,2.7,3,5,0.03
23.11,262,4,Apparel,MNS,blue,XL,4,5,2.7,3,5,0.02
23.68,53,1,Apparel,MNS,black,4XL,5,5,3,3,1,0.02
24.02,57,2,Apparel,MNS,black,XLT,5,5,3,3,1,0.04
23.89,30,1,Apparel,MNS,black,LT,5,5,3,3,1,0.03
24.18,33,1,Apparel,MNS,black,5XL,5,5,3,3,1,0.03
23.76,59,1,Apparel,MNS,gray,5XL,5,5,3,3,1,0.02
24.4,67,3,Apparel,MNS,blue,3XLT,5,5,3,3,1,0.04
23.12,34,1,Apparel,MNS,blue,XLT,5,5,3,3,1,0.03
24.07,93,1,Apparel,MNS,blue,3XL,5,5,3,3,1,0.01
23.53,8,1,Apparel,MNS,blue,5XLT,5,5,3,3,1,0.12
20.99,618,14,Apparel,MNS,black,L,3.9,4.1,3,2.8,13,0.02
21.64,309,7,Apparel,MNS,black,XL,3.9,4.1,3,2.8,13,0.02
22.53,145,3,Apparel,MNS,black,XXL,3.9,4.1,3,2.8,13,0.02
21.28,156,3,Apparel,MNS,black,S,3.9,4.1,3,2.8,13,0.02
20.94,552,16,Apparel,MNS,black,M,3.9,4.1,3,2.8,13,0.03
20.82,302,9,Apparel,MNS,gray,L,3.9,4.1,3,2.8,13,0.03
21.09,237,5,Apparel,MNS,gray,XL,3.9,4.1,3,2.8,13,0.02
22.87,76,1,Apparel,MNS,gray,XXL,3.9,4.1,3,2.8,13,0.01
21.17,75,4,Apparel,MNS,gray,S,3.9,4.1,3,2.8,13,0.05
20.97,267,7,Apparel,MNS,gray,M,3.9,4.1,3,2.8,13,0.03
20.83,111,3,Apparel,MNS,gray,XXL,3.9,4.1,3,2.8,13,0.03
20.74,322,14,Apparel,MNS,gray,M,3.9,4.1,3,2.8,13,0.04
20.56,395,16,Apparel,MNS,gray,L,3.9,4.1,3,2.8,13,0.04
20.68,298,11,Apparel,MNS,gray,XL,3.9,4.1,3,2.8,13,0.04
20.57,97,5,Apparel,MNS,gray,S,3.9,4.1,3,2.8,13,0.05
29.34,31,1,Apparel,MNS,black,2XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
21.88,41,1,Apparel,MNS,gray,4XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
23,32,2,Apparel,MNS,gray,2XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
24.74,10,1,Apparel,MNS,gray,2XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.1
22.32,128,2,Apparel,MNS,black,XXL,4.4,4.3,2.7,2.5,11,0.02
22.78,468,5,Apparel,MNS,black,XL,4.4,4.3,2.7,2.5,11,0.01
21.24,59,1,Apparel,MNS,black,S,4.4,4.3,2.7,2.5,11,0.02
21.87,955,9,Apparel,MNS,gray,M,4.4,4.3,2.7,2.5,11,0.01
20.67,1608,25,Apparel,MNS,gray,L,4.4,4.3,2.7,2.5,11,0.02
20.75,721,17,Apparel,MNS,gray,S,4.4,4.3,2.7,2.5,11,0.02
21.28,852,16,Apparel,MNS,gray,XL,4.4,4.3,2.7,2.5,11,0.02
21.2,597,5,Apparel,MNS,gray,XXL,4.4,4.3,2.7,2.5,11,0.01
21.49,3,1,Apparel,MNS,blue,L,4.4,4.3,2.7,2.5,11,0.33
24.51,37,2,Apparel,MNS,blue,XXL,4.4,4.3,2.7,2.5,11,0.05
21.06,553,14,Apparel,MNS,gray,XL,4.4,4.3,2.7,2.5,11,0.03
21.46,244,5,Apparel,MNS,gray,XXL,4.4,4.3,2.7,2.5,11,0.02
20.74,841,10,Apparel,MNS,gray,L,4.4,4.3,2.7,2.5,11,0.01
23.55,22,2,Apparel,MNS,gray,5XL,5,3.970830217,2.953835227,2.950917797,1,0.09
23.21,7,1,Apparel,MNS,gray,5XLT,5,3.970830217,2.953835227,2.950917797,1,0.14
23.45,103,3,Apparel,MNS,blue,5XL,5,3.970830217,2.953835227,2.950917797,1,0.03
14.84,67,3,Apparel,MNS,black,XXL,5,5,3,3,1,0.04
14.63,74,1,Apparel,MNS,black,S,5,5,3,3,1,0.01
14.52,204,4,Apparel,MNS,black,L,5,5,3,3,1,0.02
14.79,159,6,Apparel,MNS,gray,L,5,5,3,3,1,0.04
14.84,70,1,Apparel,MNS,gray,XL,5,5,3,3,1,0.01
14.84,49,2,Apparel,MNS,gray,XXL,5,5,3,3,1,0.04
14.7,175,2,Apparel,MNS,gray,M,5,5,3,3,1,0.01
15.35,43,2,Apparel,MNS,blue,XXL,5,5,3,3,1,0.05
34.14,62,2,Apparel,MNS,black,M,5,5,4,3,1,0.03
33.6,82,1,Apparel,MNS,black,L,5,5,4,3,1,0.01
34.35,53,2,Apparel,MNS,black,XL,5,5,4,3,1,0.04
33.83,44,1,Apparel,MNS,black,XXL,5,5,4,3,1,0.02
34.22,21,1,Apparel,MNS,green,M,5,5,4,3,1,0.05
32.94,36,2,Apparel,MNS,green,L,5,5,4,3,1,0.06
34.67,31,3,Apparel,MNS,green,XL,5,5,4,3,1,0.1
33.74,19,1,Apparel,MNS,green,XXL,5,5,4,3,1,0.05
33.23,24,2,Apparel,MNS,gray,M,5,5,4,3,1,0.08
33.26,40,2,Apparel,MNS,gray,L,5,5,4,3,1,0.05
34.67,24,1,Apparel,MNS,gray,XL,5,5,4,3,1,0.04
42.95,25,2,Apparel,MNS,black,3XL,1,3,1,3,1,0.08
38.5,4,1,Apparel,MNS,black,4XL,1,3,1,3,1,0.25
52.26,10,2,Apparel,MNS,black,4XLT,1,3,1,3,1,0.2
43.25,8,1,Apparel,MNS,black,2XLT,1,3,1,3,1,0.12
38.33,15,1,Apparel,MNS,black,5XLT,1,3,1,3,1,0.07
46.1,15,3,Apparel,MNS,black,XLT,1,3,1,3,1,0.2
28.71,134,7,Apparel,MNS,black,S,1,3.970830217,1,2.950917797,1,0.05
28.56,163,2,Apparel,MNS,black,M,1,3.970830217,1,2.950917797,1,0.01
29.77,91,2,Apparel,MNS,black,L,1,3.970830217,1,2.950917797,1,0.02
31.27,16,1,Apparel,MNS,black,XL,1,3.970830217,1,2.950917797,1,0.06
29.15,175,15,Apparel,MNS,gray,M,1,3.970830217,1,2.950917797,1,0.09
29.1,56,7,Apparel,MNS,gray,S,1,3.970830217,1,2.950917797,1,0.12
28.4,130,10,Apparel,MNS,gray,L,1,3.970830217,1,2.950917797,1,0.08
29.52,77,6,Apparel,MNS,gray,XL,1,3.970830217,1,2.950917797,1,0.08
30.72,28,2,Apparel,MNS,gray,XXL,1,3.970830217,1,2.950917797,1,0.07
29.55,23,1,Apparel,MNS,green,S,1,3.970830217,1,2.950917797,1,0.04
29.19,79,5,Apparel,MNS,green,M,1,3.970830217,1,2.950917797,1,0.06
28.77,97,11,Apparel,MNS,green,L,1,3.970830217,1,2.950917797,1,0.11
29.3,45,4,Apparel,MNS,green,XL,1,3.970830217,1,2.950917797,1,0.09
31.78,22,2,Apparel,MNS,green,XXL,1,3.970830217,1,2.950917797,1,0.09
24.33,12,1,Apparel,MNS,black,LT,3,3,2,5,1,0.08
24.21,30,1,Apparel,MNS,gray,XLT,3,3,2,5,1,0.03
23.32,68,2,Apparel,MNS,gray,2XLT,3,3,2,5,1,0.03
24.24,20,1,Apparel,MNS,gray,4XLT,3,3,2,5,1,0.05
24.1,45,2,Apparel,MNS,gray,3XLT,3,3,2,5,1,0.04
24.25,17,2,Apparel,MNS,gray,LT,3,3,2,5,1,0.12
24.26,35,2,Apparel,MNS,gray,5XL,3,3,2,5,1,0.06
21.85,13,1,Apparel,MNS,blue,LT,3,3,2,5,1,0.08
24.76,42,1,Apparel,MNS,blue,5XLT,3,3,2,5,1,0.02
24.11,23,1,Apparel,MNS,red,LT,3,3,2,5,1,0.04
24.19,38,2,Apparel,MNS,red,5XLT,3,3,2,5,1,0.05
23.48,164,3,Apparel,MNS,black,S,3.6,4,2.7,2.8,11,0.02
23.37,339,11,Apparel,MNS,black,M,3.6,4,2.7,2.8,11,0.03
23.37,398,3,Apparel,MNS,black,L,3.6,4,2.7,2.8,11,0.01
23.24,241,3,Apparel,MNS,black,XL,3.6,4,2.7,2.8,11,0.01
23.49,261,2,Apparel,MNS,gray,M,3.6,4,2.7,2.8,11,0.01
23.01,100,1,Apparel,MNS,gray,S,3.6,4,2.7,2.8,11,0.01
24.22,232,2,Apparel,MNS,gray,XXL,3.6,4,2.7,2.8,11,0.01
23.47,468,7,Apparel,MNS,gray,L,3.6,4,2.7,2.8,11,0.01
23.06,216,4,Apparel,MNS,gray,XL,3.6,4,2.7,2.8,11,0.02
23.46,69,3,Apparel,MNS,blue,S,3.6,4,2.7,2.8,11,0.04
22.11,105,1,Apparel,MNS,red,M,3.6,4,2.7,2.8,11,0.01
23.62,76,1,Apparel,MNS,red,S,3.6,4,2.7,2.8,11,0.01
23.11,18,1,Apparel,MNS,blue,2XLT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.06
20.28,207,6,Apparel,MNS,gray,L,2,3.970830217,1,2,2,0.03
20.83,172,2,Apparel,MNS,gray,XL,2,3.970830217,1,2,2,0.01
20.8,152,4,Apparel,MNS,gray,M,2,3.970830217,1,2,2,0.03
20.97,222,2,Apparel,MNS,blue,XL,2,3.970830217,1,2,2,0.01
21.63,106,4,Apparel,MNS,blue,XXL,2,3.970830217,1,2,2,0.04
20.84,173,6,Apparel,MNS,blue,M,2,3.970830217,1,2,2,0.03
20.55,253,4,Apparel,MNS,blue,L,2,3.970830217,1,2,2,0.02
24.99,6,1,Apparel,MNS,black,LT,4.040326087,3.970830217,2.953835227,2.950917797,0,0.17
18.29,114,2,Apparel,MNS,gray,M,2,3.970830217,1,2,2,0.02
18.68,135,6,Apparel,MNS,gray,L,2,3.970830217,1,2,2,0.04
19.37,125,2,Apparel,MNS,gray,XL,2,3.970830217,1,2,2,0.02
18.6,47,1,Apparel,MNS,gray,S,2,3.970830217,1,2,2,0.02
20.59,44,4,Apparel,MNS,green,S,2,3.970830217,1,2,2,0.09
21.3,137,5,Apparel,MNS,green,L,2,3.970830217,1,2,2,0.04
21.55,114,1,Apparel,MNS,green,XL,2,3.970830217,1,2,2,0.01
21.8,74,1,Apparel,MNS,green,XXL,2,3.970830217,1,2,2,0.01
20.33,110,4,Apparel,MNS,green,M,2,3.970830217,1,2,2,0.04
22.72,98,3,Apparel,MNS,orange,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.03
23.03,202,4,Apparel,MNS,orange,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
23.38,229,2,Apparel,MNS,orange,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.63,121,1,Apparel,MNS,orange,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.72,301,5,Apparel,MNS,blue,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
23.41,135,3,Apparel,MNS,blue,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
23.29,107,2,Apparel,MNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
22.84,373,7,Apparel,MNS,blue,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
23.07,221,3,Apparel,MNS,blue,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.9,134,1,Apparel,MNS,blue,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.6,153,2,Apparel,MNS,blue,S,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.32,317,2,Apparel,MNS,blue,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.72,172,2,Apparel,MNS,blue,XL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
23.37,140,1,Apparel,MNS,red,XXL,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
22.59,301,5,Apparel,MNS,red,M,4.040326087,3.970830217,2.953835227,2.950917797,0,0.02
22.46,315,3,Apparel,MNS,red,L,4.040326087,3.970830217,2.953835227,2.950917797,0,0.01
